Author,Text
Trump,"""@Jessi_Libertad: Show em how its done in Raleigh tomorrow, President Trump! @realDonaldTrump"" I will!"
Trump,"""@MarkStahlbaum: Great job on OReilly @realDonaldTrump Stay who you are, its refreshing.  #StayStrong"""
Trump,"""@Kacee50: @realDonaldTrump We cant take 8 years of Hilary or 8 years of establishment GOP!!! We need Trump!!"""
Trump,"""@GaryT212:  @realDonaldTrump America needs a real leader, America needs Donald Trump for President!"""
Trump,Watch my live book signing now! https://t.co/1xnEdQyIhh
Trump,I invite you to join my campaign to Make America Great Again! Sign up to Volunteer! https://t.co/2XBs5SSRC3
Trump,Purchase your copy of CRIPPLED AMERICA now &amp; be on potential call list for my live streaming signing event tonite.  https://t.co/TICkBt5xnH
Trump,"Thank you!! #Trump2016
https://t.co/EjZTiQyQCW"
Trump,"Thank you, New Hampshire! Great people -- see you next week! https://t.co/R83Xq8kXp5"
Trump,Via @DrudgeReport: https://t.co/tGu2vCGNYq
Trump,"Great to see the construction of the Old Post Office on Penn Ave. Going fast - under budget, ahead of schedule!"
Trump,It was recently reported that 3rd rate $ losing @Politico is a foil for the Clintons. Questions given to Clinton in advance. No credibility.
Trump,"Thank you so much for the wonderful article, Robert Davi. https://t.co/vwht7S0QC3"
Trump,Thank you! Vote in 2016! #MakeAmericaGreatAgain https://t.co/XFD3h2N50J
Trump,Thank you! #Trump2016 https://t.co/tcyun7Mffy
Trump,"CRIPPLED AMERICA is the perfect gift for friends &amp; family. Order signed copy &amp; join me at 7:30pm, live streaming! https://t.co/TICkBt5xnH"
Trump,Why cant @Politico get better reporters than Ben Schreckenger? Guy is a major lightweight with no credibility. So dishonest!
Trump,"Loved being in Manassas, VA last night. Such incredible spirit! Now in DC for a speech, will then visit Old Post Office under construction."
Trump,"CRIPPLED AMERICA is perfect gift for friends &amp; family. Order signed copy &amp; join me tonite live streaming 7:30
    https://t.co/TICkBt5xnH"
Trump,"""@robstanley79: @realDonaldTrump Your the man Don. You make me smile every day. Look forward to your inauguration."" Nice!"
Trump,"""@2timeslucky:  @DLake66675 @ChateauEmissary @trumpettes16 The more frightening the world is , the more safe we feel with  President Trump"""
Trump,"""@derektheeight: Will be interesting to see how many times Jersey rooftop will be brought up now that video has miraculously been found..."""
Trump,"""@PatrickAnna: @realDonaldTrump You can definitely thank God for you health, stamina, strength, and all the good things in your life!"" True!"
Trump,"As a presidential candidate, I have instructed my long-time doctor to issue, within two weeks, a full medical report-it will show perfection"
Trump,"""@politico: Trump: Mideast peace something Id really like to do https://t.co/9K9rN5KIHP | AP Photo https://t.co/TbtmIuziUp"""
Trump,"""@politico: The retired neurosurgeon plummets 7 points from last month, while Trump solidifies his dominating lead https://t.co/8Mc2sFmbhn"""
Trump,"I consider my health, stamina and strength one of my greatest assets.The world has watched me for many years and can so testify-great genes!"
Trump,"""@Kev2nz: @realDonaldTrump President Donald J. Trump sounds real nice. Looks and sounds and is a great leader ! Go #TeamTrump."" Thanks!"
Trump,"""@TruthisAll1: @realDonaldTrump @DLake66675 @ChateauEmissary @trumpettes16 ""He keeps rising and shining...Trump 2016!"" Thank you!"
Trump,"""@Co: CBS reports ""swarms"" of celebrators were on roofs in Jersey on 9/11/2001__ VIDEO: https://t.co/1KBPRCSXEt https://t.co/C6nKmbQK8a"""
Trump,"""@iliveamongyou: @chucktodd APOLOGIZE HYPOCRITE Jersey City 9/11 Celebration Report  #MakeAmericaGreatAgain https://t.co/nUsAbueyaL _"""
Trump,Congratulations on the GREAT job done by POLICE and law enforcement on the California shootings. Give credit where credit is due.
Trump,"""@DLake66675: @ChateauEmissary @trumpettes16 @realDonaldTrump his poll numbers jump every time instances like this occur."
Trump,"""@Mike05999224: @FoxNews @HowardKurtz @MediaBuzzFNC start backing @realDonaldTrump real change is coming !"""
Trump,"""@theratzpack: @PattonDivision if only we had a leader like this. We will soon. DonaldTrump will look out for the interests of Americans."
Trump,"Heading to Manassas, Virginia, for a rally. Will have a moment of silence for the victims of the California shootings. So sad!"
Trump,#TeamTrump. Police and law enforcement seem to have killed one of the California shooters and are in a shootout with the others. Go police
Trump,"""@SaraGreenwell: @realDonaldTrump #VoteTrump2016 Chris Christie needs to #apologize 2 along with everyone else who doubted u. #TeamTrump"""
Trump,"""@Blacks4Trump16: Legal &amp; illegal immigration drive down American wages. Only DonaldTrump can fix this. @AnnCoulter #Trump2016 #TeamTrump"""
Trump,"""@BOSSYtxmar55: #Trump WILL WIN! Hes counting on ALL supporters TO VOTE Then ""WE"" CELEBRATE WITH TAILGATE STYLE PARTIES! #TeamTrump"
Trump,"""@TRUMPHIANT2016: This country is being frayed by the inept politicians in DC. We need to vote smarter and be more informed.  #TeamTrump"""
Trump,"""@DanScavino: Bruce LeVell, former GOP Chairman of Gwinnett County (GA) endorsed @realDonaldTrump today. #TeamTrump https://t.co/OY4Uo3tcJu"
Trump,"""@DrRPSmall:  Amen, Mr. Trump! The liberal media morons do indeed owe you an apology! Bravo,sir! Your friend and supporter #DocinMich."
Trump,"""@iceblink62: @realDonaldTrump Mr. Trump, the Establishment both sides are out to stop your presidency, and the American people!"" True!"
Trump,"""@thumpmomma: I likewise saw militant Muslims burning our flag and burning George Bush photos and figures, right after 9/11! Not#here!"""
Trump,"""@MichaelCohen212:  @BreitbartNews @NewDay @CNN @ABC @NBCNews yet, ChrisChristie claims absolutely did not happen in #NewJersey. #wrong!"""
Trump,A signed copy of CRIPPLED AMERICA is the ultimate gift. Order now &amp; join my live streaming book signing on 12/3  https://t.co/TICkBtn8ff
Trump,California shooting looks very bad. Good luck to law enforcement and God bless. This is when our police are so appreciated!
Trump,"Thank you CBS &amp; Breitbart-total vindication! Will the mainstream media apologize? Many, many witnesses.
#Trump2016 https://t.co/AsxnfFWipJ"
Trump,"I beat Hillary in the new @FoxNews Poll head to head.  SHE HAS NO STRENGTH OR STAMINA, both of which are needed to MAKE AMERICA GREAT AGAIN!"
Trump,LIVE on #Periscope: Live with the Donald https://t.co/AKgvYBZHEE
Trump,Join me at 2:00pmEST today - live from Trump Tower - via Facebook &amp; Periscope! https://t.co/FQHNiJet2v
Trump,"Illegal immigrant children, non-Mexicans surge across border at record rate https://t.co/V6TP55dRAC"
Trump,Order signed copy of CRIPPLED AMERICA &amp; submit a question for my live streaming book signing on 12/3 at 7:30 pm.   https://t.co/TICkBt5xnH
Trump,I WILL BE ON @foxandfriends  AT 7:30 -NOW!
Trump,"The truth continues to come out after 14 years. A truth that many in the media did not want to tell. #Trump2016
https://t.co/AtuacgxOW1"
Trump,"""@ReversingASD: @CNN @CNNOpinion @realDonaldTrump Stupid ""opinion""! #Trump is Winning! why will he leave? dummy! https://t.co/2gmWapqqOE"""
Trump,"""@fooschamp95: @business @nytimes    Any GOP candidate will lose except for @realDonaldTrump"" I agree!"
Trump,"""@Christo20722105:  @TrussElise Conservatives, Dems, independents alike all want trump. There is no one else. #MakeAmericaGreatAgain"""
Trump,"""@TrussElise: #Trump I will NOT vote for Cruz or #GOP. My vote is pledged to @realDonaldTrump &amp;my grandchildren. Pray for the USA."
Trump,"""@Dollfinish: @AgsEliza @Citizens4Trump @realDonaldTrump ***Howard Stern Caller day after 9/11 https://t.co/1d9ySVrvty _ _"""
Trump,"""@iluvbks1: @realDonaldTrump I live in NJ &amp; youve got that right! NJ wants ChrisChristie OUT of NJ! #tellingitlikeitis"""
Trump,"""@HyperbolicX: @realDonaldTrump I just signed up in support of your campaign on your website https://t.co/mq1It15s5b."""
Trump,"""@joyciej2: @realDonaldTrump Have a great rally !!!#Trump2016"""
Trump,"""@KathyPica1: @DanScavino @CarmineZozzora  @realDonaldTrump YES HE IS &amp; SHOULD APOLOGIZE All people trying 2 take Trump down, not a chance"""
Trump,Just arrived in New Hampshire. Another packed venue! Will be fun.
Trump,"You would think a paper like the Washington Post would be fair and objective. For the record, almost all polls showed I won all debates."
Trump,"Highly untalented Wash Post blogger, Jennifer Rubin, a real dummy, never writes fairly about me. Why does Wash Post have low IQ people?"
Trump,Order a signed copy of CRIPPLED AMERICA &amp; submit a question for my live streaming book signing on 12/3 at 7:30 pm   https://t.co/TICkBt5xnH
Trump,What is Obama thinking? https://t.co/YWINe9t8w3
Trump,Curtis Sliwa - doing tv commentary on 9/13/2001. Good job Curtis. Please send your apologies to @realDonaldTrump. https://t.co/g07VZmNmAW
Trump,Look at the editorial I was just sent from the NY Post on 9/14/01 - 3 days after collapse of WTC. Any apologies? https://t.co/b6DKEOk8Px
Trump,"Jamiel Shaw was incredible on @foxandfriends this morning. His son, who was viciously killed by an illegal immigrant, is so proud of pop!"
Trump,I want to thank all my friends in Macon for the special evening and great reception. What a crowd of incredible people!
Trump,A signed copy of CRIPPLED AMERICA makes a great gift. Order &amp; join my live streaming book signing event on 12/3   https://t.co/TICkBt5xnH
Trump,"A great night in Macon, Georgia! Thank you for all of the support. Together, we will #MakeAmericaGreatAgain! https://t.co/NnyonhWcye"
Trump,Order signed copy of CRIPPLED AMERICA &amp; have opportunity to submit question for my live streaming book signing 12/3 https://t.co/TICkBt5xnH
Trump,Meeting with African American Pastors at Trump Tower was amazing. Wonderful news conference followed. Now off to Georgia for big speech!
Trump,We need a great leader- now! https://t.co/TSuU2Xe7EM
Trump,"We better be vigilant, careful, and strong.  https://t.co/ADb1Tss9Jg"
Trump,RT @MikeandDawnNY: @chrissyteigen Wow! Trashy gutter mouth woman. You cant hold a candle2 @MELANIATRUMP when it comes2 beauty and eloquenc_
Trump,"The Republican establishment, out of self preservation, is concerned w/ my high poll #s. More concerned are DemsI beat Hillary heads up!"
Trump,"How is Chris Christie running the state of NJ, which is deeply troubled, when he is spending all of his time in NH? New Jerseyans not happy!"
Trump,"Wow, the MSM is really going after me. 12,000 in Sarasota, a love fest, hardly a mention. Only one negativity - they only want negatives!"
Trump,"""@charlottepturn: @Morning_Joe THERE WERE NO VIDEO CELL PHONES!IS AreUall looking4bonus?Near StJoes Hosp Paterson NJ Arab area outside celeb"
Trump,"""@wzpd8z: Mr. Trump, Chuck Todd is a moron, all kinds of youtube videos showing muslims celebrating 911. I would show it on your ads."""
Trump,"""@wompol: @realDonaldTrump @CNN we also saw numerous (since scrubbed) videos of celebrations on 9/11"""
Trump,"When will @CNN get some real political talent rather than political commentators like Errol Louis, who doesnt have a clue! Others bad also."
Trump,"""@BeckyOmz: @JuvenIle  @thehill We could use a new era of greatness! America needs to return to its place in the world--leading!"""
Trump,"""@Barber2012Jeff: @realDonaldTrump John Kasich-it didnt work Im still voting for #Trump"" John has done so poorly in the debates hes done!"
Trump,"""@ThisWeekABC: Maria, why do you work with such dummies as Cokie Roberts, @BillKristol, @mattbai? You can do much better! @MariaTCardona."
Trump,"""@lee_richter:  TRUMP will make America SAFE again...He will make America LEGAL again...He will make America GREAT again! #Trump2016 USA"""
Trump,"""@Dmsrcmc12Bob: @realDonaldTrump They should all get on the Trump train!""  So true!"
Trump,"""@Born2RunJosh: @realDonaldTrump @Antonio92692 @CNNPolitics Trump for president! #TRUMP2016 #MakeAmericaGreatAgain"""
Trump,"""@Rketeltas:  Every time Trump is gracious enough to do a MSM interview he gets ambushed with nonsensical questions, why is that."""
Trump,"""@Antonio92692: @CNNPolitics @realDonaldTrump TRUMP IS THE SMARTEST AND BEST MAN TO SAVE AMERICA. https://t.co/6pf1a0yDRa""  Thank you!"
Trump,"""@johnwilson12511:   @realDonaldTrump is Up! Up! Up! No other candidate is even close!! #Trump2016 #POTUS https://t.co/6c1KuhCY6W"""
Trump,Great job @MariaTCardona on @ThisWeekABC. You made kooky Cokie Roberts and @BillKristol look even dumber than they are. You will be right!
Trump,"""@boogiefinger: @realDonaldTrump @meetthepress @chucktodd Chuck doesnt know that 100,000 x 2 = 200,000 https://t.co/WZI8EbqZTi"""
Trump,"After my meeting with the pastors, its off to Georgia for a big rally - many thousands of great people will be there, a beautiful movement!"
Trump,Will be meeting on Monday at Trump Tower with a large group of African American Pastors. Many I know-wonderful people! Not a press event.
Trump,Just watched Cookie Roberts on @ABC. Her predictions have been so wrong for so long that she has lost all credibility. Just another sad case
Trump,"""@thatx209xguy: @realDonaldTrump @DailyCaller Trump is our last hope to make America great again. #Trump2016"" So true!"
Trump,"""@Asmurfinmypants: I cant wait to vote for @realDonaldTrump #MakeAmericaGreatAgain"""
Trump,"""@DailyCaller: How High Corporate Taxes Lost America The World۪s Next Biggest Drug Company https://t.co/tsrFghb7l2 https://t.co/12vwdc0cPs"
Trump,"""@Allibiis: @realDonaldTrump @ArtPar17 @CNN story is bogus. Donald Trump has the most diverse group of voters/supporters in the GOP field."""
Trump,.@CNN has to do better reporting if it wants to keep up with the crowd.So totally one-sided and biased against me that it is becoming boring
Trump,"""@Pablo44x: @CNN @realDonaldTrump Another hit piece by CNN. ""What? Were not biased!"""""
Trump,I will be on @meetthepress in an interview with @chucktodd on Sunday morning. So much to talk about!
Trump,"""@ArtPar17: @CNN   Your story is a total fraud""  I agree!"
Trump,"""@JacoH: @CNN @realDonaldTrump I cant believe how low CNN can go. Obviously a bunch of Killary fans."" @CNN only says negative-bad reporters"
Trump,"The Sarasota, Florida, rally today was amazing. 12,000 people chanting their love for our country. Its going to happen, this is a MOVEMENT!"
Trump,.@CNN Kayleigh McEnany was great on you network today. You should have her  on more often! Thank you Kayleigh for your nice words.
Trump,"""@buckleybro40:  @RichLowry @maggieNYT @TheFix @pbump @realDonaldTrump so great in Sarasota, FL! #TurntTrump Were following T all the way!"""
Trump,"""@nobaddog: @RepBJNikkel @CindyBlackwel12 JohnKasich  All you career Politicians are shaking in your shoes for fear Trump gets elected"""
Trump,"""@Jameslauer6: @David360NC @azblonde2015 NOWS THE TIME 4 CHRISTIANS TO GET OUT THE VOTE BIG TIME TO SAVE CHRISTIANITY ONCE &amp; 4 ALL. TRUMP"""
Trump,"Sarasota was an unbelievable success. We expected 5,000, a record, but 12,000 showed up! Great love in the air! https://t.co/utmlCpGNGu"
Trump,We boarded the helicopter for Sarasota earlier &amp; will be landing soon! See you there. #Trump2016 https://t.co/x4RbbKXHCu
Trump,"""@munciewolves: @realDonaldTrump America backs you. Your our next President!!!!"" Thank you!"
Trump,Virtually no-one has spent more money in helping the  American people with disabilities than me. Will discuss today at my speech in Sarasota
Trump,The reporter who pulled-back from his 14 year old never retracted story is having fun. I dont know what he looks like and dont know him!
Trump,"I will be going to Sarasota, Florida, today for a big rally with amazing people! I have one goal on mind: MAKE AMERICA GREAT AGAIN!"
Trump,"""@Trump2016online: Live Stream: Donald Trump Rally in Sarasota, FL Nov 28 - 12:00 PM (EST) https://t.co/OSkVKDRhrr #Trump2016 #RobartsArena"
Trump,"""@tweetybird2009: @GulfWarVet123 Thats why @realDonaldTrumps THE MAN. CANNOT BE BOUGHT BY #Establishment #Media #PUNDITS. #TheyRMad"
Trump,"Pollster Trend
National GOP Average
223 national polls &amp; 33 pollsters.
#MakeAmericaGreatAgain #Trump2016 https://t.co/mILAGwjvS2"
Trump,"""@MargaretCrowth1: @realDonaldTrump Incompetence now the norm. NYTimes is an example. Need competent leader as role model. Trump2016"""
Trump,"""@reallyo1: @realDonaldTrump @MarkSimoneNY Dont let the jackals in the media trip u up. Their getting desperate"""
Trump,"""@MargaretCrowth1: @realDonaldTrump So like the media to make something out of nothing. Dont let them sidetrack from the message."""
Trump,"""@DeusVultGeorgia: @MingBlueTeaCup @RickCanton @_Holly_Renee @realDonaldTrump should the reporters dishonesty be shielded from ridicule?"""
Trump,"""@VaughnVhalen: Donald Trump Rises to 38% Nationally; Ted Cruz Edges into 2nd at 12%"
Trump,"""@MarkSimoneNY: Great twitter quote about Donald Trump: ""Never apologize for fake controversies whipped up by the perpetually offended media"
Trump,"""@Rketeltas: @realDonaldTrump If you combine the business models for both Macys &amp; the NY Times, both are on a rapid decline, such a pity."""
Trump,"""@pthebnyc: @realDonaldTrump @Sari_Swensen @nytimes no need to explain, Sir. Weve got your back.""  Thanks!"
Trump,"""@BeezakaMrB: @realDonaldTrump Shopping @Macys is NO LONGER a family CHRISTMAS TIME tradition in my house."" Great, a very disloyal chain!"
Trump,"The failing @nytimes should focus on fair and balanced reporting rather than constant hit jobs on me. Yesterday 3 boring articles, today2!"
Trump,"I do not know the reporter for the @nytimes, or what he looks like. I was showing a person groveling to take back a statement made long ago!"
Trump,Great new poll numbers! Thank you for your support! #Trump2016 https://t.co/vmrsOnsMRo
Trump,"""@PrisonPlanet: .@realDonaldTrump gets it. Never apologize for fake controversies whipped up by the perpetually offended  media."""
Trump,https://t.co/T5JBFXOz3F
Trump,Happy Thanksgiving to all. Have a great day and look forward to the future. We will MAKE AMERICA GREAT AGAIN!
Trump,"The numbers at the @nytimes  are so dismal, especially advertising revenue, that big help will be needed fast. A once great institution-SAD!"
Trump,"So, since the people at the @nytimes have made all bad decisions over the last decade, why do people care what they write. Incompetent!"
Trump,The dopes at the @nytimes bought the Boston Globe for $1.3 billion and sold it for $1.00. Their great old headquarters-gave it away! So dumb
Trump,The @nytimes is so poorly run and managed that other family members are looking to take over control. With unfunded liabilities-big trouble!
Trump,"""@RioSunny3: @realDonaldTrump @WKRG I lived in New Jersey at that time and witnessed all that as well."
Trump,The failing @nytimes should be focused on good reporting and the papers financial survival and not with constant hits on Donald Trump!
Trump,"""@Keeping__Real: So good to see the @realDonaldTrump family out with him on the campaign trail! It really shows the family man that he is!"""
Trump,"Credible Source on 9-11 Muslim Celebrations: FBI
https://t.co/UICDNcftJS via @WKRG"
Trump,#MakeAmericaGreatAgain #Trump2016 https://t.co/r9ARuMdyMn
Trump,I LIVE IN NEW JERSEY &amp; @realDonaldTrump IS RIGHT: MUSLIMS DID CELEBRATE ON 9/11 HERE! WE SAW IT! https://t.co/1SksZU9qlj
Trump,"""@realdctaylor: The Establishment is afraid of @realDonaldTrump. Once we try a business man we may never want a politician again! #TeamTrump"
Trump,"Thank you for your continued support!
#MakeAmericaGreatAgain #Trump2016 https://t.co/SLo49cY9KB"
Trump,@KarlRove just totally bombed on @Morning_Joe. @FoxNews has him on even though he has lost all credibility - a loser!  Fox should dump Rove.
Trump,"""@FranMFarber:  @Morning_Joe @FoxNews @morningmika did not say very nice things about you this morning on her show. Typical liberal!"" True!"
Trump,"""@jbclemson: @realDonaldTrump @karl @Morning_Joe @FoxNews Bombed is an understatement. Pathetic attempt by #GOP. Rove embarrassed himself"""
Trump,"""@raider8381:  @Morning_Joe @FoxNews   America wants DONALD TRUMP! ""TV Heads"" still refuse to embrace that reality! Media are LIARS."""
Trump,"""@patty_laughlin: DonaldTrump @karl @Morning_Joe @FoxNews Never thought much of Carl.. Make America Great Again Trump for President 2016"""
Trump,"""@DonnySmith557: @karl @Morning_Joe @FoxNews Karl is a total joke!!!! If he didnt have the Bush family and Fox he wouldnt have anything! !"
Trump,South Carolina was so great last night. Will be back soon!
Trump,Why would @greta use @KarlRove as an election analyst when he has made so many mistakes. He still thinks Romney won. An establishment dope!
Trump,"""@idawhannadoyou: @realDonaldTrump @OANN Love it. Wish I could get @OANN I hear good things about them such as objective unbiased reporting."
Trump,"""@GlendaAhrens: @realDonaldTrump @OANN Fantastic winning all the way to WH #Trump2016"""
Trump,"""@MichaelCohen212: .@realDonaldTrump @OANN no one is even close to #Trump"""
Trump,"Myrtle Beach, South Carolina
#MakeAmericaGreatAgain #Trump2016 https://t.co/JlY5sbumpY"
Trump,"A wonderful evening in South Carolina - big crowd, amazing energy!"
Trump,"""@PatSheldon10913: @realDonaldTrump had a great time in Myrtle Beach tonight."""
Trump,New @OANN national poll released. Thank you America! #Trump2016 https://t.co/yopcngFzFv
Trump,Thank you for your nice words @MikeNeedham @Heritage for the nice words on @FoxNewsSunday with Chris Wallace. #FNS #Trump2016
Trump,What is Frank VanderSloot getting for agreeing to back Marco Rubio? Last victim was Mitt Romney - see how that turned out.
Trump,.@BradPaisley came up to see me. A really nice and talented guy. https://t.co/duJ7vXLGZw
Trump,"""@cecki: Leave our candidate @realDonaldTrump alone! Do not embarrass yourselves further."
Trump,"""@Maryland4T: @SmallBiz4Trump Keep up the good work! Americans of ALL kinds are rallying behind jlDonaldTrump to help #MakeAmericaGreatAgain"
Trump,"""@Nick95B: @realDonaldTrump Ill only vote for TRUMP! If eGOP screw things up I wont vote for ANY republicans; ANY https://t.co/mHyCIL9VpD"
Trump,"""@AnnCoulter: If you run anyone but Trump, Hillary wins. So Rubio, Christie, Jeb! &amp; Kasich must hate the country. https://t.co/lExEBrwDT3"""
Trump,"Will be doing @seanhannity at 10 PM on @FoxNews.  As always with Sean, will be interesting!"
Trump,"Heading to Myrtle Beach, South Carolina. Really big crowdso much to talk about!"
Trump,Republicans must stop relying on losers like @KarlRove if they want to start winning presidential elections. Be tough and get smart!
Trump,"""@Good2bqueen67: .@realDonaldTrump @Sandikay60 I enjoyed the speech so much tonight, you were on point _Ԡ Sir!""  Thanks."
Trump,"""@Sandikay60: @realDonaldTrump it was awesome! #Trumponly. Great crowd! Wonderful"""
Trump,"""@Port3Star: @JDiamond1 @CNNPolitics You know he has great vision. The very best. Many people have told him so. Thousands of people!"""
Trump,"""@JeffPage5: @realDonaldTrump @WSJ @GOP theyre finally gettin the message, were fed up &amp; were not going establishment."
Trump,"""@David360NC: We have a voice with DonaldTrump, Let۪s do our part &amp; VOTE IN THE R PRIMARY 4 #Trump2016 #TeamTrump https://t.co/2xHujNNNFT"""
Trump,"""@beingmesuzieeJ: @realDonaldTrump... You ROCKED IT AGAIN IN OHIO!!!! Come to Nebraska.. Please!! Trump 2016!!"" Thanks and I will!"
Trump,"Just left Columbus rally of 14,000 people --- a far bigger crowd than even I expected! Unbelievable evening, incredible spirit in the arena!"
Trump,"""@iliveamongyou:  @BostonGlobe: Ben Carson advisers say he struggles with foreign policy https://t.co/phTAgT5qP6 https://t.co/044xgNYLth"""
Trump,"""@DonnySmith557: @realDonaldTrump Everything Mr. Trump touches turns to gold, what a great negotiator! !!!!!"" Thanks."
Trump,Heading for Ohio - really big crowd of amazing people! Much to talk about!
Trump,"Going to Ohio, home of one of the worst presidential candidates in history--Kasich. Cant debate, loves #ObamaCare--dummy!"
Trump,.@WSJ reports that @GOP getting ready to treat me unfairlybig spending planned against me. That wasn۪t the deal!
Trump,Via @washingtonpost 9/18/01. I want an apology! Many people have tweeted that I am right! https://t.co/CpsMxs54qv https://t.co/wrDEhXJlvR
Trump,When you do your Christmas shopping remember how disloyal @Macys was to the subject of illegal immigration. #BoycottMacys #DumpMacys
Trump,"Hillary, there is nothing to laugh about- https://t.co/bkmWFZ9JI9"
Trump,"Going to Columbus, Ohio today for a tremendous rally of thousands. The silent majority is no longer silent!"
Trump,.@AP has one of the worst reporters in the business -- @JeffHorwitz wouldn۪t know the truth if it hit him in the face.
Trump,.@AP continues to do extremely dishonest reporting. Always looking for a hit to bring them back into relevancyain۪t working!
Trump,".@MatthewJDowd thank you for the nice comments recently, especially on @BarbaraJWalters. My family &amp; I greatly appreciate your kind words."
Trump,"Hillary Clinton is weak on illegal immigration, among many other things. She is strong on corruption - corruption is what shes best at!"
Trump,"""@ny_conservative:  @BarbMuenchen #CrippledAmerica is an excellent resource for the 2016 race #TeamTrump #Trump2016 #MakeAmericaGreatAgain"""
Trump,"""@ktd101551: @CNNPolitics Trump gave a great speech in Ala. Whats more important a protester? I wouldnt give these folks 1 sec of attn"""
Trump,"""@jrpantiques: @realDonaldTrump @TheFix @pbump THE SCRIPT FOR A GREAT WORLD CHANGING LEADER TO ARISE HAS BEEN WRITTEN &amp; IT WAS FOR MR. TRUMP"
Trump,"""@bloggerjulie: @FoxNews The reporter is the one who mentioned the national database FIRST and not DonaldTrump. Y not report HONEST NEWS?"""
Trump,"""@MJP1370: @realDonaldTrump @TheFix @pbump We need Trump now! Obama isnt protecting Americans !!"""
Trump,"""@TheFix: The Paris attacks have only made Donald Trump stronger https://t.co/F8vgxYNa5t https://t.co/Y3SevhrRp1"" Very interesting!"
Trump,"""@drewtheg:  Trump is the epitome of integrity, good spirit, forthright honesty... you pull no punches and call a spade a spade. diggin it!"""
Trump,"""@jakub_lisa:  @HillaryClinton A Clinton Cannot be trusted!How many xs do we allow them to disgrace this country? #NoClintonInWHEverAgain"""
Trump,"""@SeanSean252: @WayneDupreeShow @Rockprincess818 @CheriJacobus    https://t.co/5GUwhhtvyN"""
Trump,"""@heiressarts: @realDonaldTrump By going after you, Jindal also lost the LA governor race! Politicians Beware."
Trump,"Great poll numbers! Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/51CRR6m5Eg"
Trump,"We better get tough with RADICAL ISLAMIC TERRORISTS, and get tough now, or the life and safety of our wonderful country will be in jeopardy!"
Trump,13 Syrian refugees were caught trying to get into the U.S. through the Southern Border. How many made it?  WE NEED THE WALL!
Trump,Great poll numbers all over and beating Hillary Clinton one on one. Thank you!
Trump,Big new @ABC Poll to be announced at 9:00 A.M. on This Week with @GStephanopoulos. I will be interviewed on show!
Trump,.@GStephanopoulos just announced that I am leading  BIG in the new @ABC Poll which will be shown on This Week at 9:00 A.M. I will be on show
Trump,Will be interviewed on @foxandfriends at 8:00 A.M.
Trump,I find that @Reuters is a far more professional operation than @AP.
Trump,.ccolvinj @AP is one of the truly bad reporters---working for an organization that has totally lost its way. Stories are fictional garbage.
Trump,"""@iliveamongyou: URGENT @GOP_in an effort to destroy their own front runner.۝ #MakeAmericaGreatAgain https://t.co/HWABcAeu8z""  I HIT BACK!"
Trump,"""@2timeslucky: @steph93065 @FoxNews Kimberly G. hosted Greta last nights&amp; told the TRUTH about Trump! https://t.co/wwmKjAbIlR"""
Trump,"""@TomLydon: What Financial Pros Can Learn from Donald Trumps Communication Style https://t.co/D5fG5cY25U @DanSondhelm"" Very nice, thanks!"
Trump,"""@boreed615: Donald Trump retakes lead in GOP race; Ted Cruz makes gains: poll: https://t.co/G8z5ek7emn # via AOL"""
Trump,"""@Ma1973sk: Great family. Great interview @realDonaldTrump ! https://t.co/IFcjTwd5ey"""
Trump,"""@marklevinshow: Well said https://t.co/Is4xshwUpg"""
Trump,"""@WayneDupreeShow: ""It۪s clear that Donald Trump was NOT even talking about a Muslim Database!"" https://t.co/3tLDZj2WGV"""
Trump,"""@FortuneMagazine: Do successful CEOs sleep less than everyone else? https://t.co/SBkP1QZKEh https://t.co/15ZgyzSr1J"""
Trump,"""@foxnation: Report: #DonaldTrump Heckler Convicted Of Attempting To Blow Up Marine Recruitment Center https://t.co/8p4yBnbEL5"""
Trump,"""@politico: Palin on 2016: ""I think it would come down to Cruz and Trump!  https://t.co/jSNS5Yv7Pt | Getty https://t.co/y5wN0AhK0E"""
Trump,"""@GStephanopoulos: I۪ll talk to Donald Trump about his comments on Syrian refugees, and much more, Sunday on @ThisWeekABC."""
Trump,"""@THR: Trumps Wife, Children Open Up About GOP Candidate: ""There۪s No One Else Like Him"" https://t.co/wOn9AwEyNk https://t.co/WXsq41nK17"""
Trump,".@heytana, great job - we are all proud of you!"
Trump,"Thank you to all law enforcement agencies for a fabulous job!
#LEO #LESM #Trump2016 https://t.co/SuH1jfOQR4"
Trump,"Thank you for a great afternoon Birmingham, Alabama! #Trump2016 #MakeAmericaGreatAgain https://t.co/FrOkqCzBoD"
Trump,Its too bad so few people showed up to @bobvanderplaats Family Leader dinner. Next year Ill try &amp; be there- and theyll have a huge crowd!
Trump,"Thank you John Nolte for
wonderful analysis &amp; reporting."
Trump,RT @JTSantucci: Missed Barbara Walters #abc2020 exclusive Meet the Trumps? @realDonaldTrump catch it here - https://t.co/aOKjbM8l5a https:/_
Trump,"Rumor has it - Pataki, Kasich, &amp; Senator Lindsey Graham are dropping out of the race very soon. Hope its not true, theyre so easy to beat!"
Trump,RT @CLewandowski_: .@realDonaldTrump extends lead in 11/20/2015 Reuters #GOP poll. #MakeAmericaGreatAgain #Trump2016 https://t.co/HfXjbjXxL2
